respondent_id,true_persona,age,age_group,gender,locality,occupation,monthly_income_inr,income_bracket,household_size_bracket,ever_sent_homecooked_food,segment,heard_of_freeze_dry,used_freeze_dry_before,brand_used,frequency_sending_food,method_no_preservation,method_freeze_athome,method_vacuum_self,method_freezedry_service,method_none,dish_dal,dish_rice_biryani,dish_rotis,dish_sabzi,dish_nonveg_curry,dish_sweets_snacks,dish_pickles_chutneys,occasion_abroad_family,occasion_own_travel,occasion_festival_gifting,occasion_emergency_stock,occasion_elderly_parents,channel_instagram,channel_google,channel_referral,channel_kirana_partner,channel_college_rwa,channel_influencer,packaging_pref,taste_importance,price_importance,shelf_life_importance,hygiene_importance,convenience_importance,brand_trust_importance,variety_importance,speed_importance,likelihood_to_use,likely_to_use,max_price_per_kg_inr,price_bracket,min_order_qty_kg,qty_bracket,monthly_spend_inr,spend_bracket,willing_pay_extra_speed,would_recommend
R0371,Skeptical_LowIntent,39,35-44,Male,LB Nagar,Salaried / Employed,84500.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,No,No,,Frequently (monthly or more),0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,Jars/containers (reusable),2,4,2,3,2,3,2,4,2,No,339.0,Rs 300-400,2.3,1-2 kg,1920.0,"Rs 1,501-3,000",Maybe,No
R0372,NRI_Quality,47,45-54,Male,LB Nagar,Self-employed / Business owner,187100.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Neither,Yes,No,,Occasionally (every 2-3 months),0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,"Sealed pouches (lightweight, compact)",5,2,5,5,4,5,4,3,4,Yes,900.0,Above Rs 600,3.7,3-5 kg,2000.0,"Rs 1,501-3,000",Yes,Yes
R0373,Traveler_Budget,27,25-34,Female,Uppal,Other,55000.0,"Rs 50,000 - 1,00,000",7 or more,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,"Sealed pouches (lightweight, compact)",2,5,4,4,4,4,3,4,4,Yes,428.0,Rs 401-500,7.4,6-10 kg,1960.0,"Rs 1,501-3,000",Maybe,Yes
R0374,Traveler_Budget,27,25-34,Male,LB Nagar,Salaried / Employed,73900.0,"Rs 50,000 - 1,00,000",7 or more,Yes,NRI_Family,No,No,,Frequently (monthly or more),1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,No strong preference,3,4,3,4,4,2,4,4,4,Yes,332.0,Rs 300-400,7.9,6-10 kg,2560.0,"Rs 1,501-3,000",Yes,Maybe
R0375,NRI_Quality,55,55 and above,Male,Secunderabad,Self-employed / Business owner,54600.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,Desi Khana,Never,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,"Sealed pouches (lightweight, compact)",4,3,4,5,4,4,4,5,3,No,505.0,Rs 501-600,5.4,3-5 kg,140.0,Below Rs 500,Yes,Yes
R0376,NRI_Quality,53,45-54,Male,Ameerpet,Self-employed / Business owner,177800.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,Traveler_Student,No,No,,Frequently (monthly or more),0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",5,3,4,5,4,4,4,4,5,Yes,583.0,Rs 501-600,6.8,6-10 kg,3930.0,"Rs 3,001-5,000",Yes,Yes
R0377,Skeptical_LowIntent,18,Under 25,Male,LB Nagar,Student,65400.0,"Rs 50,000 - 1,00,000",5-6,No,Traveler_Student,No,No,,Never,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,No strong preference,3,4,2,3,2,3,1,4,2,No,347.0,Rs 300-400,3.5,3-5 kg,100.0,Below Rs 500,No,No
R0378,Traveler_Budget,24,Under 25,Male,Miyapur,Self-employed / Business owner,69600.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,No,,Frequently (monthly or more),1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,No strong preference,2,5,4,3,5,3,3,4,4,Yes,438.0,Rs 401-500,4.3,3-5 kg,1710.0,"Rs 1,501-3,000",Yes,Maybe
R0379,Traveler_Budget,25,25-34,Male,Kondapur,Self-employed / Business owner,63100.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,"Sealed pouches (lightweight, compact)",3,5,4,4,4,4,3,5,3,No,445.0,Rs 401-500,7.8,6-10 kg,1980.0,"Rs 1,501-3,000",Yes,No
R0380,Convenience_Family,24,Under 25,Female,Uppal,Salaried / Employed,54500.0,"Rs 50,000 - 1,00,000",1-2,No,Traveler_Student,No,No,,Never,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,Jars/containers (reusable),4,3,4,5,5,4,3,4,2,No,565.0,Rs 501-600,3.0,3-5 kg,100.0,Below Rs 500,Maybe,Maybe
R0381,Convenience_Family,39,35-44,Female,Gachibowli,Homemaker,44400.0,"Below Rs 50,000",5-6,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,"Sealed pouches (lightweight, compact)",4,3,4,4,5,4,5,4,1,No,541.0,Rs 501-600,7.1,6-10 kg,1560.0,"Rs 1,501-3,000",No,Yes
R0382,Skeptical_LowIntent,49,45-54,Male,Gachibowli,Student,41900.0,"Below Rs 50,000",7 or more,No,Traveler_Student,No,No,,Never,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,No strong preference,1,2,2,5,2,2,2,1,1,No,251.0,Below Rs 300,3.6,3-5 kg,280.0,Below Rs 500,Maybe,No
R0383,Skeptical_LowIntent,23,Under 25,Female,Madhapur,Salaried / Employed,79400.0,"Rs 50,000 - 1,00,000",1-2,No,NRI_Family,No,No,,Never,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,Jars/containers (reusable),3,4,4,3,2,1,1,3,2,No,343.0,Rs 300-400,1.9,1-2 kg,100.0,Below Rs 500,No,Maybe
R0384,Traveler_Budget,28,25-34,Male,Kondapur,Self-employed / Business owner,71400.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,Yes,Leela Instant Foods,Occasionally (every 2-3 months),0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,Jars/containers (reusable),3,5,4,3,5,2,3,4,5,Yes,449.0,Rs 401-500,7.4,6-10 kg,1450.0,"Rs 500-1,500",Yes,Yes
R0385,Traveler_Budget,21,Under 25,Female,Dilsukhnagar,Student,31300.0,"Below Rs 50,000",7 or more,No,Neither,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,"Sealed pouches (lightweight, compact)",3,4,4,3,4,4,4,4,4,Yes,410.0,Rs 401-500,4.2,3-5 kg,910.0,"Rs 500-1,500",Maybe,Yes
R0386,Skeptical_LowIntent,28,25-34,Female,Jubilee Hills,Salaried / Employed,36700.0,"Below Rs 50,000",1-2,No,Neither,No,No,,Occasionally (every 2-3 months),0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,Jars/containers (reusable),2,3,2,4,1,2,2,1,1,No,395.0,Rs 300-400,3.4,3-5 kg,520.0,"Rs 500-1,500",No,Maybe
R0387,Convenience_Family,50,45-54,Male,Banjara Hills,Salaried / Employed,60500.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,"Sealed pouches (lightweight, compact)",4,4,4,4,5,3,4,4,2,No,653.0,Above Rs 600,3.6,3-5 kg,370.0,Below Rs 500,No,Yes
R0388,Skeptical_LowIntent,29,25-34,Female,Uppal,Homemaker,50100.0,"Rs 50,000 - 1,00,000",7 or more,Yes,NRI_Family,No,No,,Rarely (once or twice a year),0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Jars/containers (reusable),1,4,3,2,2,2,2,3,3,No,274.0,Below Rs 300,1.8,1-2 kg,100.0,Below Rs 500,Maybe,No
R0389,NRI_Quality,46,45-54,Prefer not to say,Ameerpet,Salaried / Employed,65300.0,"Rs 50,000 - 1,00,000",7 or more,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,Jars/containers (reusable),5,2,5,5,4,5,4,4,3,No,645.0,Above Rs 600,3.8,3-5 kg,1130.0,"Rs 500-1,500",Yes,Maybe
R0390,Skeptical_LowIntent,18,Under 25,Female,Dilsukhnagar,Salaried / Employed,29400.0,"Below Rs 50,000",1-2,No,Traveler_Student,No,No,,Never,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,No strong preference,2,3,2,3,3,2,1,1,4,Yes,262.0,Below Rs 300,6.7,6-10 kg,110.0,Below Rs 500,No,No
R0391,Convenience_Family,53,45-54,Prefer not to say,Secunderabad,Salaried / Employed,10200.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Frequently (monthly or more),0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,"Sealed pouches (lightweight, compact)",4,4,4,4,4,4,3,3,5,Yes,807.0,Above Rs 600,4.2,3-5 kg,3950.0,"Rs 3,001-5,000",No,Maybe
R0392,NRI_Quality,47,45-54,Female,Begumpet,Salaried / Employed,125300.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Traveler_Student,No,No,,Rarely (once or twice a year),1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,No strong preference,5,2,5,5,5,4,4,4,5,Yes,880.0,Above Rs 600,4.6,3-5 kg,470.0,Below Rs 500,Yes,No
R0393,Convenience_Family,37,35-44,Male,Gachibowli,Self-employed / Business owner,50400.0,"Rs 50,000 - 1,00,000",1-2,Yes,Neither,No,No,,Rarely (once or twice a year),0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,"Sealed pouches (lightweight, compact)",5,3,3,5,5,3,3,5,4,Yes,632.0,Above Rs 600,6.6,6-10 kg,230.0,Below Rs 500,Maybe,Maybe
R0394,Convenience_Family,43,35-44,Female,Banjara Hills,Homemaker,77200.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,Yes,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,Jars/containers (reusable),4,3,3,4,5,4,4,3,3,No,458.0,Rs 401-500,4.8,3-5 kg,320.0,Below Rs 500,No,Yes
R0395,NRI_Quality,29,25-34,Female,Uppal,Self-employed / Business owner,194100.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,Neither,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,"Sealed pouches (lightweight, compact)",4,3,5,5,4,5,4,5,5,Yes,900.0,Above Rs 600,4.2,3-5 kg,1810.0,"Rs 1,501-3,000",Yes,Yes
R0396,Traveler_Budget,32,25-34,Female,Kukatpally,Salaried / Employed,32200.0,"Below Rs 50,000",1-2,No,Neither,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,"Sealed pouches (lightweight, compact)",2,5,3,4,4,2,3,4,5,Yes,380.0,Rs 300-400,3.8,3-5 kg,830.0,"Rs 500-1,500",No,Maybe
R0397,Skeptical_LowIntent,31,25-34,Male,Dilsukhnagar,Student,54000.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,No,No,,Rarely (once or twice a year),1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,No strong preference,3,3,1,2,3,2,2,1,1,No,150.0,Below Rs 300,3.0,3-5 kg,140.0,Below Rs 500,No,Maybe
R0398,Traveler_Budget,25,25-34,Female,Dilsukhnagar,Salaried / Employed,81600.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,No,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,"Sealed pouches (lightweight, compact)",3,5,3,4,4,4,4,4,3,No,430.0,Rs 401-500,6.4,6-10 kg,1680.0,"Rs 1,501-3,000",No,Yes
R0399,Traveler_Budget,24,Under 25,Male,Kukatpally,Student,45800.0,"Below Rs 50,000",3-4,No,Traveler_Student,Yes,No,,Frequently (monthly or more),0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,No strong preference,3,5,4,3,4,4,4,5,4,Yes,374.0,Rs 300-400,5.5,3-5 kg,1810.0,"Rs 1,501-3,000",Maybe,Yes
R0400,Traveler_Budget,23,Under 25,Female,Banjara Hills,Self-employed / Business owner,43100.0,"Below Rs 50,000",5-6,No,Traveler_Student,Yes,No,,Rarely (once or twice a year),0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,"Sealed pouches (lightweight, compact)",4,4,4,3,5,4,3,4,3,No,585.0,Rs 501-600,4.3,3-5 kg,340.0,Below Rs 500,Maybe,Yes
R0401,Traveler_Budget,29,25-34,Male,Dilsukhnagar,Student,86300.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,Yes,No,,Occasionally (every 2-3 months),1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,"Sealed pouches (lightweight, compact)",4,5,4,4,5,4,4,5,5,Yes,644.0,Above Rs 600,5.5,3-5 kg,1510.0,"Rs 1,501-3,000",No,Yes
R0402,Skeptical_LowIntent,38,35-44,Female,Madhapur,Salaried / Employed,51400.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,Yes,No,,Never,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",1,3,2,3,2,1,2,1,1,No,275.0,Below Rs 300,2.3,1-2 kg,100.0,Below Rs 500,Maybe,Maybe
R0403,Skeptical_LowIntent,42,35-44,Female,Secunderabad,Salaried / Employed,399400.0,"Above Rs 3,50,000",1-2,No,Neither,No,No,,Rarely (once or twice a year),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,Jars/containers (reusable),2,4,2,2,3,3,2,2,2,No,366.0,Rs 300-400,2.1,1-2 kg,140.0,Below Rs 500,Maybe,Maybe
R0404,NRI_Quality,42,35-44,Male,Uppal,Self-employed / Business owner,146200.0,"Rs 1,00,001 - 2,00,000",1-2,Yes,NRI_Family,Yes,Yes,Dryfii,Occasionally (every 2-3 months),0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,No strong preference,5,3,4,4,4,5,4,4,5,Yes,648.0,Above Rs 600,6.1,6-10 kg,1080.0,"Rs 500-1,500",Yes,Yes
R0405,Skeptical_LowIntent,41,35-44,Female,Dilsukhnagar,Salaried / Employed,50400.0,"Rs 50,000 - 1,00,000",3-4,No,Traveler_Student,No,No,,Rarely (once or twice a year),0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,Jars/containers (reusable),1,3,2,4,3,3,2,2,3,No,330.0,Rs 300-400,6.3,6-10 kg,280.0,Below Rs 500,No,Maybe
R0406,Skeptical_LowIntent,30,25-34,Male,Ameerpet,Salaried / Employed,76100.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,No,No,,Never,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,"Sealed pouches (lightweight, compact)",2,3,3,3,1,1,1,2,2,No,376.0,Rs 300-400,5.0,3-5 kg,120.0,Below Rs 500,No,Maybe
R0407,Traveler_Budget,37,35-44,Prefer not to say,Madhapur,Student,61600.0,"Rs 50,000 - 1,00,000",1-2,Yes,Traveler_Student,Yes,No,,Frequently (monthly or more),1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,Jars/containers (reusable),3,5,4,4,4,2,4,4,4,Yes,376.0,Rs 300-400,11.4,More than 10 kg,4050.0,"Rs 3,001-5,000",Yes,Maybe
R0408,Skeptical_LowIntent,18,Under 25,Female,Banjara Hills,Student,99800.0,"Rs 50,000 - 1,00,000",1-2,No,Neither,No,No,,Occasionally (every 2-3 months),0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,No strong preference,1,4,2,4,2,3,2,2,1,No,437.0,Rs 401-500,2.1,1-2 kg,500.0,"Rs 500-1,500",No,Maybe
R0409,NRI_Quality,53,45-54,Male,Jubilee Hills,Salaried / Employed,94200.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,No,,Frequently (monthly or more),1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,"Sealed pouches (lightweight, compact)",5,2,5,5,4,4,4,4,5,Yes,855.0,Above Rs 600,8.8,6-10 kg,11180.0,"Above Rs 5,000",Yes,Yes
R0410,Skeptical_LowIntent,50,45-54,Male,Kukatpally,Retired,61100.0,"Rs 50,000 - 1,00,000",3-4,No,Neither,No,No,,Never,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,No strong preference,3,4,3,4,3,2,2,2,3,No,463.0,Rs 401-500,3.3,3-5 kg,100.0,Below Rs 500,Maybe,Maybe
R0411,Convenience_Family,31,25-34,Male,Banjara Hills,Homemaker,78900.0,"Rs 50,000 - 1,00,000",7 or more,No,NRI_Family,Yes,No,,Frequently (monthly or more),1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,Jars/containers (reusable),4,4,4,4,4,4,4,4,2,No,563.0,Rs 501-600,5.8,3-5 kg,4030.0,"Rs 3,001-5,000",No,Yes
R0412,Convenience_Family,56,55 and above,Male,Manikonda,Homemaker,107100.0,"Rs 1,00,001 - 2,00,000",5-6,No,NRI_Family,No,No,,Rarely (once or twice a year),0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,Jars/containers (reusable),4,3,4,4,4,4,3,3,5,Yes,727.0,Above Rs 600,4.8,3-5 kg,810.0,"Rs 500-1,500",Yes,No
R0413,NRI_Quality,51,45-54,Female,Banjara Hills,Self-employed / Business owner,76000.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,Spice Up Foods,Occasionally (every 2-3 months),1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,"Sealed pouches (lightweight, compact)",4,3,4,5,3,5,4,3,4,Yes,746.0,Above Rs 600,4.8,3-5 kg,1150.0,"Rs 500-1,500",Maybe,Yes
R0414,Skeptical_LowIntent,46,45-54,Female,Dilsukhnagar,Homemaker,99600.0,"Rs 50,000 - 1,00,000",1-2,No,Neither,No,No,,Never,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Jars/containers (reusable),2,3,2,3,2,2,2,3,2,No,341.0,Rs 300-400,4.1,3-5 kg,100.0,Below Rs 500,No,No
R0415,NRI_Quality,42,35-44,Male,LB Nagar,Self-employed / Business owner,148700.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,No strong preference,4,2,4,5,4,4,4,3,4,Yes,895.0,Above Rs 600,6.5,6-10 kg,3080.0,"Rs 3,001-5,000",Yes,Yes
R0416,NRI_Quality,40,35-44,Female,LB Nagar,Self-employed / Business owner,66700.0,"Rs 50,000 - 1,00,000",1-2,Yes,NRI_Family,Yes,No,,Occasionally (every 2-3 months),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,Jars/containers (reusable),5,3,5,4,5,5,4,3,4,Yes,732.0,Above Rs 600,2.0,1-2 kg,820.0,"Rs 500-1,500",Yes,Yes
R0417,NRI_Quality,40,35-44,Male,Jubilee Hills,Student,207700.0,"Rs 2,00,001 - 3,50,000",3-4,Yes,Neither,Yes,No,,Rarely (once or twice a year),1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,"Sealed pouches (lightweight, compact)",5,2,4,5,4,5,5,3,4,Yes,900.0,Above Rs 600,5.3,3-5 kg,710.0,"Rs 500-1,500",No,Yes
R0418,Skeptical_LowIntent,39,35-44,Female,Kukatpally,Salaried / Employed,183000.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Never,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No strong preference,3,2,2,3,3,1,2,2,1,No,430.0,Rs 401-500,4.3,3-5 kg,100.0,Below Rs 500,No,No
R0419,NRI_Quality,55,55 and above,Male,LB Nagar,Salaried / Employed,189300.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,Traveler_Student,Yes,Yes,Desi Khana,Frequently (monthly or more),0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,"Sealed pouches (lightweight, compact)",4,3,4,5,4,5,4,3,5,Yes,808.0,Above Rs 600,6.1,6-10 kg,6710.0,"Above Rs 5,000",No,Yes
R0420,Skeptical_LowIntent,37,35-44,Female,Kukatpally,Salaried / Employed,122200.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Occasionally (every 2-3 months),0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,"Sealed pouches (lightweight, compact)",2,3,3,2,3,1,1,2,2,No,211.0,Below Rs 300,3.7,3-5 kg,330.0,Below Rs 500,Maybe,No
R0421,Convenience_Family,31,25-34,Female,Dilsukhnagar,Retired,83600.0,"Rs 50,000 - 1,00,000",3-4,Yes,NRI_Family,Yes,Yes,Desi Khana,Occasionally (every 2-3 months),1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,Jars/containers (reusable),3,5,4,5,5,4,3,4,2,No,515.0,Rs 501-600,2.6,1-2 kg,750.0,"Rs 500-1,500",No,Yes
R0422,NRI_Quality,49,45-54,Male,Gachibowli,Salaried / Employed,57100.0,"Rs 50,000 - 1,00,000",5-6,Yes,Traveler_Student,Yes,No,,Occasionally (every 2-3 months),0,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,Jars/containers (reusable),5,4,5,5,4,4,5,4,4,Yes,772.0,Above Rs 600,6.0,6-10 kg,2190.0,"Rs 1,501-3,000",Maybe,Maybe
R0423,NRI_Quality,50,45-54,Female,Madhapur,Self-employed / Business owner,52600.0,"Rs 50,000 - 1,00,000",5-6,Yes,NRI_Family,Yes,Yes,Spice Up Foods,Rarely (once or twice a year),0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,No strong preference,4,2,5,5,3,5,4,4,3,No,759.0,Above Rs 600,5.3,3-5 kg,840.0,"Rs 500-1,500",No,No
R0424,NRI_Quality,48,45-54,Prefer not to say,Ameerpet,Homemaker,135200.0,"Rs 1,00,001 - 2,00,000",3-4,Yes,NRI_Family,No,No,,Frequently (monthly or more),0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,Jars/containers (reusable),4,4,5,5,3,5,4,3,4,Yes,583.0,Rs 501-600,5.1,3-5 kg,2550.0,"Rs 1,501-3,000",No,Yes
R0425,Convenience_Family,44,35-44,Male,LB Nagar,Other,63800.0,"Rs 50,000 - 1,00,000",3-4,No,NRI_Family,Yes,No,,Never,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,0,"Sealed pouches (lightweight, compact)",4,4,4,4,5,4,3,4,4,Yes,693.0,Above Rs 600,2.8,1-2 kg,100.0,Below Rs 500,Yes,Maybe
R0426,Skeptical_LowIntent,32,25-34,Male,Gachibowli,Salaried / Employed,37900.0,"Below Rs 50,000",1-2,Yes,Traveler_Student,No,No,,Never,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,"Sealed pouches (lightweight, compact)",2,3,3,2,2,2,2,2,1,No,211.0,Below Rs 300,4.4,3-5 kg,100.0,Below Rs 500,No,Maybe
R0427,NRI_Quality,34,25-34,Female,Uppal,Homemaker,117200.0,"Rs 1,00,001 - 2,00,000",5-6,Yes,NRI_Family,Yes,Yes,Dryfii,Rarely (once or twice a year),0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,"Sealed pouches (lightweight, compact)",4,1,5,5,4,4,4,3,5,Yes,687.0,Above Rs 600,6.2,6-10 kg,520.0,"Rs 500-1,500",Yes,Yes
R0428,Skeptical_LowIntent,25,25-34,Male,Gachibowli,Retired,81500.0,"Rs 50,000 - 1,00,000",,No,Neither,Yes,No,,Rarely (once or twice a year),0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,No strong preference,1,4,2,2,3,2,2,3,2,No,227.0,Below Rs 300,3.4,3-5 kg,120.0,Below Rs 500,No,Yes
R0429,NRI_Quality,27,25-34,Male,Manikonda,Salaried / Employed,62700.0,"Rs 50,000 - 1,00,000",3-4,Yes,Traveler_Student,Yes,Yes,Desi Khana,Occasionally (every 2-3 months),1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,"Sealed pouches (lightweight, compact)",5,3,4,4,4,5,5,4,4,Yes,744.0,Above Rs 600,9.6,6-10 kg,4250.0,"Rs 3,001-5,000",Yes,Yes
R0430,Skeptical_LowIntent,38,35-44,Male,Ameerpet,Student,47800.0,"Below Rs 50,000",3-4,No,Neither,No,No,,Rarely (once or twice a year),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Jars/containers (reusable),2,4,2,4,2,1,2,2,2,No,312.0,Rs 300-400,3.7,3-5 kg,130.0,Below Rs 500,No,No
R0431,Skeptical_LowIntent,34,25-34,Female,Manikonda,Salaried / Employed,127400.0,"Rs 1,00,001 - 2,00,000",7 or more,No,Neither,No,No,,Never,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,Jars/containers (reusable),3,4,2,2,2,1,2,3,3,No,405.0,Rs 401-500,4.8,3-5 kg,100.0,Below Rs 500,No,Maybe
R0432,Skeptical_LowIntent,30,25-34,Male,Manikonda,Homemaker,35000.0,"Below Rs 50,000",3-4,No,Traveler_Student,No,No,,Rarely (once or twice a year),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"Sealed pouches (lightweight, compact)",2,3,1,3,3,2,2,2,1,No,430.0,Rs 401-500,3.4,3-5 kg,270.0,Below Rs 500,No,No
